Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Doctor,Healthcare,Stable,Low,140840,Doctorate,9,12394,16489,27,1,Noida,51
Customer Support Executive,Services,Declining,Moderate,39900,Bachelor,2,12084,13194,44,87,Delhi,38
Software Engineer,Technology,Active,High,123920,Bachelor,0,9639,9722,71,47,Hyderabad,47
Customer Support Executive,Services,Declining,Moderate,44439,Bachelor,0,6678,6213,35,84,Ahmedabad,43
Graphic Designer,Media,Active,Moderate,69466,Bachelor,3,2517,3370,17,36,Noida,11
Factory Worker,Manufacturing,Declining,High,50157,High School,2,6685,6871,33,86,Kolkata,75
Customer Support Executive,Services,Declining,Moderate,48485,Bachelor,2,7635,6664,30,89,Mumbai,26
Data Scientist,Technology,Active,High,143001,Master,3,2786,5315,70,25,Pune,65
Factory Worker,Manufacturing,Declining,High,49905,High School,1,6957,8074,10,86,Hyderabad,44
Accountant,Finance,Active,Moderate,58968,Bachelor,4,3349,3831,51,69,Bengaluru,31
AI Engineer,Technology,Active,High,137903,Master,5,13499,25409,84,6,Delhi,28
AI Engineer,Technology,Active,High,139479,Master,6,11641,23480,69,8,Hyderabad,16
Accountant,Finance,Active,Moderate,79567,Bachelor,3,10555,10684,26,82,Noida,32
Teacher,Education,Stable,Low,70464,Master,4,1149,1246,46,29,Mumbai,62
Research Scientist,Research,Active,Low,141041,Doctorate,7,3920,5371,23,2,Ahmedabad,55
Customer Support Executive,Services,Declining,Moderate,40790,Bachelor,4,9572,7330,43,70,Hyderabad,46
Research Scientist,Research,Active,Low,127887,Doctorate,6,7397,6650,28,10,Ahmedabad,55
Cashier,Retail,Declining,Moderate,33624,High School,2,10612,7517,9,90,Bengaluru,31
Software Engineer,Technology,Active,High,115946,Bachelor,1,8271,7523,69,36,Ahmedabad,68
Doctor,Healthcare,Stable,Low,172794,Doctorate,6,1682,2657,31,8,Pune,6
AI Engineer,Technology,Active,High,161114,Master,3,10914,21234,75,19,Chennai,31
Accountant,Finance,Active,Moderate,52815,Bachelor,1,13840,18429,46,85,Kolkata,67
Software Engineer,Technology,Active,High,123324,Bachelor,0,4994,4680,80,29,Chennai,59
Data Scientist,Technology,Active,High,92200,Master,2,10605,18175,55,24,Delhi,52
Cybersecurity Analyst,Technology,Active,Moderate,91902,Bachelor,5,4519,7001,62,28,Pune,27
Software Engineer,Technology,Active,High,118204,Bachelor,1,8002,9361,66,37,Chennai,61
HR Manager,Corporate,Active,Moderate,89661,MBA,3,6979,10506,44,26,Pune,84
Customer Support Executive,Services,Declining,Moderate,44956,Bachelor,0,14945,18721,39,80,Chennai,57
AI Engineer,Technology,Active,High,123549,Master,5,14730,27158,91,14,Kolkata,48
HR Manager,Corporate,Active,Moderate,80767,MBA,6,1360,1730,24,30,Mumbai,44
Teacher,Education,Stable,Low,45954,Master,7,6787,6556,54,25,Hyderabad,55
Graphic Designer,Media,Active,Moderate,54728,Bachelor,2,12814,20415,32,32,Delhi,93
Customer Support Executive,Services,Declining,Moderate,37016,Bachelor,0,4074,5064,18,75,Mumbai,66
Doctor,Healthcare,Stable,Low,125499,Doctorate,8,10077,16887,41,29,Pune,37
Factory Worker,Manufacturing,Declining,High,46656,High School,3,11032,12934,41,89,Kolkata,35
Research Scientist,Research,Active,Low,157617,Doctorate,6,10532,18079,55,12,Pune,56
Cashier,Retail,Declining,Moderate,27439,High School,1,10046,8821,34,92,Delhi,38
Nurse,Healthcare,Stable,Low,95431,Bachelor,5,3493,4933,48,17,Ahmedabad,63
Nurse,Healthcare,Stable,Low,96323,Bachelor,3,7687,11737,43,7,Kolkata,23
HR Manager,Corporate,Active,Moderate,94889,MBA,4,14931,18292,53,42,Chennai,28
Mechanical Engineer,Manufacturing,Stable,Moderate,80165,Bachelor,7,2018,1453,63,51,Chennai,35
Doctor,Healthcare,Stable,Low,158103,Doctorate,8,1236,1833,53,5,Bengaluru,39
Cybersecurity Analyst,Technology,Active,Moderate,94596,Bachelor,2,14562,20050,77,20,Jaipur,33
Cashier,Retail,Declining,Moderate,30133,High School,1,540,489,0,99,Delhi,26
Factory Worker,Manufacturing,Declining,High,53877,High School,0,13633,13347,12,94,Pune,49
Cashier,Retail,Declining,Moderate,30195,High School,0,1541,1089,28,93,Hyderabad,45
HR Manager,Corporate,Active,Moderate,80488,MBA,5,13308,19547,26,31,Chennai,62
Mechanical Engineer,Manufacturing,Stable,Moderate,112185,Bachelor,2,5227,8834,0,44,Chennai,31
Research Scientist,Research,Active,Low,162838,Doctorate,8,9500,10591,46,1,Kolkata,5
Graphic Designer,Media,Active,Moderate,59692,Bachelor,4,2804,2607,25,17,Delhi,48
Teacher,Education,Stable,Low,52513,Master,5,9280,11592,3,32,Hyderabad,58
Doctor,Healthcare,Stable,Low,166503,Doctorate,11,513,1247,39,17,Chennai,37
Graphic Designer,Media,Active,Moderate,74122,Bachelor,5,12870,9640,32,36,Hyderabad,74
Cybersecurity Analyst,Technology,Active,Moderate,93011,Bachelor,3,1583,2685,70,33,Chennai,20
Research Scientist,Research,Active,Low,161340,Doctorate,8,6417,9973,52,14,Chennai,24
Customer Support Executive,Services,Declining,Moderate,36824,Bachelor,1,12480,17184,32,73,Mumbai,57
Cashier,Retail,Declining,Moderate,28527,High School,3,11749,9559,36,89,Ahmedabad,39
Accountant,Finance,Active,Moderate,71872,Bachelor,3,10006,14924,39,82,Hyderabad,55
AI Engineer,Technology,Active,High,114370,Master,3,6358,5674,29,10,Mumbai,21
Software Engineer,Technology,Active,High,125451,Bachelor,4,4771,8762,59,29,Noida,32
Graphic Designer,Media,Active,Moderate,78101,Bachelor,2,9117,7752,57,34,Jaipur,46
Graphic Designer,Media,Active,Moderate,65769,Bachelor,2,10160,15335,39,27,Pune,32
Cybersecurity Analyst,Technology,Active,Moderate,104320,Bachelor,3,1540,2686,78,30,Delhi,36
HR Manager,Corporate,Active,Moderate,84522,MBA,3,11775,16998,15,31,Bengaluru,42
Accountant,Finance,Active,Moderate,61862,Bachelor,3,728,834,36,73,Noida,47
Cashier,Retail,Declining,Moderate,27393,High School,2,5176,3890,69,80,Hyderabad,25
Graphic Designer,Media,Active,Moderate,54990,Bachelor,1,8619,12430,10,25,Kolkata,22
Customer Support Executive,Services,Declining,Moderate,46087,Bachelor,4,2052,1930,30,76,Jaipur,44
Cybersecurity Analyst,Technology,Active,Moderate,92552,Bachelor,5,1348,1363,80,48,Jaipur,58
Mechanical Engineer,Manufacturing,Stable,Moderate,88141,Bachelor,4,6627,6512,36,38,Jaipur,32
Data Scientist,Technology,Active,High,119051,Master,3,1479,1172,62,10,Mumbai,48
Factory Worker,Manufacturing,Declining,High,47817,High School,3,11914,12403,27,79,Jaipur,40
Graphic Designer,Media,Active,Moderate,66488,Bachelor,3,4484,4911,62,32,Mumbai,39
Accountant,Finance,Active,Moderate,59549,Bachelor,0,3877,5224,44,58,Noida,27
Software Engineer,Technology,Active,High,98997,Bachelor,3,5817,10966,70,51,Mumbai,26
Software Engineer,Technology,Active,High,125058,Bachelor,3,4598,4157,75,42,Hyderabad,44
Customer Support Executive,Services,Declining,Moderate,39728,Bachelor,2,8386,7554,14,83,Jaipur,82
Customer Support Executive,Services,Declining,Moderate,47162,Bachelor,1,3298,3697,55,78,Mumbai,60
Mechanical Engineer,Manufacturing,Stable,Moderate,105164,Bachelor,4,742,704,40,34,Ahmedabad,20
Mechanical Engineer,Manufacturing,Stable,Moderate,73686,Bachelor,3,9486,15686,47,37,Mumbai,31
Teacher,Education,Stable,Low,50129,Master,5,7972,8048,42,29,Mumbai,29
Data Scientist,Technology,Active,High,104796,Master,6,10578,9493,70,13,Kolkata,45
Nurse,Healthcare,Stable,Low,72308,Bachelor,3,9093,10018,55,6,Pune,60
Customer Support Executive,Services,Declining,Moderate,34120,Bachelor,4,5434,5026,37,94,Delhi,65
Cashier,Retail,Declining,Moderate,34088,High School,1,12967,9882,37,99,Ahmedabad,12
HR Manager,Corporate,Active,Moderate,75082,MBA,5,1366,1108,17,30,Kolkata,67
Nurse,Healthcare,Stable,Low,77623,Bachelor,4,9477,7784,48,6,Bengaluru,9
AI Engineer,Technology,Active,High,132617,Master,4,14651,16148,77,15,Kolkata,17
HR Manager,Corporate,Active,Moderate,82801,MBA,5,9973,9000,35,35,Hyderabad,42
Cybersecurity Analyst,Technology,Active,Moderate,92306,Bachelor,2,13748,19620,71,44,Mumbai,48
Cashier,Retail,Declining,Moderate,26691,High School,0,4813,5826,68,91,Delhi,49
Factory Worker,Manufacturing,Declining,High,42959,High School,2,12674,16104,34,85,Hyderabad,25
Data Scientist,Technology,Active,High,110858,Master,5,7123,12487,77,24,Bengaluru,67
Data Scientist,Technology,Active,High,112825,Master,3,3525,5975,60,14,Hyderabad,63
Data Scientist,Technology,Active,High,137208,Master,4,3531,5002,45,16,Jaipur,36
Customer Support Executive,Services,Declining,Moderate,38076,Bachelor,4,14824,19083,0,85,Pune,31
Nurse,Healthcare,Stable,Low,95063,Bachelor,6,11827,13496,54,5,Pune,28
Research Scientist,Research,Active,Low,119743,Doctorate,3,11893,12259,70,1,Bengaluru,54
Nurse,Healthcare,Stable,Low,96087,Bachelor,3,5848,6151,53,14,Delhi,46
AI Engineer,Technology,Active,High,139525,Master,6,5223,5181,71,10,Mumbai,48
Software Engineer,Technology,Active,High,124622,Bachelor,3,5239,4063,76,32,Delhi,51
Data Scientist,Technology,Active,High,113144,Master,2,7114,10992,55,21,Kolkata,28
Graphic Designer,Media,Active,Moderate,61446,Bachelor,4,1100,1464,39,36,Mumbai,60
Cashier,Retail,Declining,Moderate,27135,High School,3,1735,1419,33,90,Chennai,36
Cashier,Retail,Declining,Moderate,28223,High School,0,12600,15201,22,99,Noida,55
Doctor,Healthcare,Stable,Low,174975,Doctorate,8,2821,3790,51,12,Bengaluru,64
Software Engineer,Technology,Active,High,131387,Bachelor,3,14588,12565,78,33,Kolkata,29
Customer Support Executive,Services,Declining,Moderate,35762,Bachelor,1,4593,4380,20,69,Hyderabad,21
HR Manager,Corporate,Active,Moderate,91500,MBA,4,12627,19953,52,23,Jaipur,45
AI Engineer,Technology,Active,High,154294,Master,5,2609,3025,100,21,Delhi,31
HR Manager,Corporate,Active,Moderate,79789,MBA,6,2738,2174,9,31,Chennai,51
Data Scientist,Technology,Active,High,114928,Master,3,1016,933,64,8,Pune,53
Cybersecurity Analyst,Technology,Active,Moderate,106770,Bachelor,3,14738,13035,79,34,Noida,36
AI Engineer,Technology,Active,High,151514,Master,7,3517,2665,65,8,Delhi,51
Data Scientist,Technology,Active,High,138259,Master,3,6602,10074,46,24,Kolkata,29
AI Engineer,Technology,Active,High,141177,Master,5,11231,10547,78,18,Bengaluru,53
Software Engineer,Technology,Active,High,118671,Bachelor,2,11366,15895,64,34,Noida,63
Mechanical Engineer,Manufacturing,Stable,Moderate,79977,Bachelor,4,1259,1081,31,40,Mumbai,42
Software Engineer,Technology,Active,High,129778,Bachelor,3,12921,18630,52,13,Hyderabad,52
Accountant,Finance,Active,Moderate,76675,Bachelor,2,9252,13664,24,83,Chennai,48
Cybersecurity Analyst,Technology,Active,Moderate,111655,Bachelor,5,4163,6528,91,25,Noida,34
Software Engineer,Technology,Active,High,102556,Bachelor,3,3652,4370,93,38,Hyderabad,45
Nurse,Healthcare,Stable,Low,85191,Bachelor,5,3355,4735,57,16,Pune,21
AI Engineer,Technology,Active,High,144802,Master,3,8970,17512,77,21,Kolkata,51
Software Engineer,Technology,Active,High,105369,Bachelor,1,13551,17341,67,40,Hyderabad,47
AI Engineer,Technology,Active,High,135515,Master,4,4485,6507,85,21,Noida,60
Accountant,Finance,Active,Moderate,64917,Bachelor,2,5997,5550,55,69,Kolkata,41
Nurse,Healthcare,Stable,Low,89632,Bachelor,2,5141,5569,33,1,Pune,48
AI Engineer,Technology,Active,High,103797,Master,5,4048,9045,62,14,Chennai,7
AI Engineer,Technology,Active,High,129560,Master,2,8701,17974,44,1,Kolkata,44
Accountant,Finance,Active,Moderate,67705,Bachelor,5,13156,10930,49,78,Chennai,27
Doctor,Healthcare,Stable,Low,170804,Doctorate,6,7753,19378,0,11,Kolkata,66
Mechanical Engineer,Manufacturing,Stable,Moderate,99794,Bachelor,4,581,735,30,42,Delhi,35
Accountant,Finance,Active,Moderate,70152,Bachelor,3,10062,11924,46,61,Jaipur,21
Customer Support Executive,Services,Declining,Moderate,38430,Bachelor,0,7535,6877,60,83,Hyderabad,47
Accountant,Finance,Active,Moderate,86276,Bachelor,1,3348,4371,39,82,Bengaluru,57
Factory Worker,Manufacturing,Declining,High,40623,High School,2,13774,10007,51,93,Noida,23
Cashier,Retail,Declining,Moderate,30257,High School,2,4555,4549,22,90,Kolkata,38
Mechanical Engineer,Manufacturing,Stable,Moderate,81439,Bachelor,5,7935,8985,20,46,Ahmedabad,30
Nurse,Healthcare,Stable,Low,74271,Bachelor,3,14704,15186,28,20,Hyderabad,73
Accountant,Finance,Active,Moderate,60849,Bachelor,2,11344,14311,55,59,Noida,61
Teacher,Education,Stable,Low,62415,Master,7,10936,9504,13,44,Pune,42
AI Engineer,Technology,Active,High,130329,Master,5,10688,9157,71,8,Ahmedabad,41
HR Manager,Corporate,Active,Moderate,85318,MBA,6,4301,3487,47,39,Pune,37
Customer Support Executive,Services,Declining,Moderate,34568,Bachelor,3,14178,17291,28,85,Mumbai,33
Cashier,Retail,Declining,Moderate,31000,High School,1,11778,11434,23,96,Delhi,56
Customer Support Executive,Services,Declining,Moderate,40508,Bachelor,0,7123,8754,20,69,Pune,43
HR Manager,Corporate,Active,Moderate,110071,MBA,5,5947,4692,22,20,Noida,35
HR Manager,Corporate,Active,Moderate,92027,MBA,9,1586,2591,63,36,Chennai,62
Graphic Designer,Media,Active,Moderate,70775,Bachelor,3,13017,10931,45,19,Kolkata,59
AI Engineer,Technology,Active,High,132563,Master,6,6557,11640,45,21,Hyderabad,5
HR Manager,Corporate,Active,Moderate,94590,MBA,6,10978,9142,29,37,Jaipur,19
Data Scientist,Technology,Active,High,121486,Master,3,10651,19643,61,21,Kolkata,58
Customer Support Executive,Services,Declining,Moderate,40423,Bachelor,2,5417,5966,31,75,Mumbai,8
Accountant,Finance,Active,Moderate,75591,Bachelor,2,8245,11855,38,69,Pune,46
Cybersecurity Analyst,Technology,Active,Moderate,110489,Bachelor,1,4583,5418,73,23,Kolkata,28
HR Manager,Corporate,Active,Moderate,79685,MBA,4,10029,16118,58,34,Pune,69
AI Engineer,Technology,Active,High,121887,Master,6,5227,6470,78,21,Ahmedabad,14
Mechanical Engineer,Manufacturing,Stable,Moderate,83124,Bachelor,3,4936,3488,39,51,Kolkata,27
Customer Support Executive,Services,Declining,Moderate,42287,Bachelor,2,12291,11459,21,83,Pune,56
Nurse,Healthcare,Stable,Low,71887,Bachelor,5,4322,3528,13,7,Pune,31
Cybersecurity Analyst,Technology,Active,Moderate,97804,Bachelor,5,9694,14280,88,30,Noida,50
Factory Worker,Manufacturing,Declining,High,48232,High School,1,11795,9525,43,80,Kolkata,40
AI Engineer,Technology,Active,High,132931,Master,3,12982,9560,55,18,Noida,37
Teacher,Education,Stable,Low,50215,Master,5,6055,6038,52,12,Hyderabad,81
AI Engineer,Technology,Active,High,134833,Master,3,5245,10039,41,15,Hyderabad,55
Research Scientist,Research,Active,Low,132943,Doctorate,6,12084,14337,11,4,Kolkata,36
Graphic Designer,Media,Active,Moderate,70756,Bachelor,2,10205,15625,80,23,Delhi,65
Accountant,Finance,Active,Moderate,58184,Bachelor,4,2191,1712,55,74,Pune,46
Graphic Designer,Media,Active,Moderate,71845,Bachelor,4,1840,2630,62,33,Delhi,29
Nurse,Healthcare,Stable,Low,83151,Bachelor,4,7998,8960,42,17,Kolkata,12
Cybersecurity Analyst,Technology,Active,Moderate,102306,Bachelor,2,12705,18595,70,28,Jaipur,16
Research Scientist,Research,Active,Low,144644,Doctorate,6,4179,7417,19,9,Pune,43
Accountant,Finance,Active,Moderate,75516,Bachelor,2,3981,3344,30,88,Chennai,37
Customer Support Executive,Services,Declining,Moderate,41299,Bachelor,2,9487,13056,62,83,Pune,23
Teacher,Education,Stable,Low,42136,Master,5,12772,11705,22,17,Kolkata,58
Cybersecurity Analyst,Technology,Active,Moderate,98019,Bachelor,4,11456,12119,63,41,Noida,31
Data Scientist,Technology,Active,High,140546,Master,2,7265,11558,61,20,Mumbai,45
Customer Support Executive,Services,Declining,Moderate,42093,Bachelor,2,12472,15072,44,78,Jaipur,5
AI Engineer,Technology,Active,High,121972,Master,4,5350,3763,52,23,Noida,74
Graphic Designer,Media,Active,Moderate,68309,Bachelor,2,10170,13463,23,24,Hyderabad,95
Doctor,Healthcare,Stable,Low,201753,Doctorate,6,10468,12969,19,7,Jaipur,51
Mechanical Engineer,Manufacturing,Stable,Moderate,105448,Bachelor,2,11268,9721,59,49,Mumbai,67
Customer Support Executive,Services,Declining,Moderate,39400,Bachelor,2,2075,2688,41,98,Pune,48
HR Manager,Corporate,Active,Moderate,86772,MBA,5,4179,4346,12,20,Jaipur,5
Software Engineer,Technology,Active,High,108954,Bachelor,3,2163,3770,47,22,Kolkata,44
Research Scientist,Research,Active,Low,149801,Doctorate,8,13305,20493,54,15,Jaipur,17
Nurse,Healthcare,Stable,Low,100951,Bachelor,4,3723,3289,26,9,Ahmedabad,63
Software Engineer,Technology,Active,High,110689,Bachelor,4,978,1216,59,33,Hyderabad,45
Data Scientist,Technology,Active,High,120434,Master,4,8644,15741,85,12,Hyderabad,77
Graphic Designer,Media,Active,Moderate,59825,Bachelor,1,2643,2432,19,45,Kolkata,54
Data Scientist,Technology,Active,High,120175,Master,4,8225,11618,77,20,Delhi,31
Mechanical Engineer,Manufacturing,Stable,Moderate,103333,Bachelor,3,14100,21316,36,29,Bengaluru,51
Software Engineer,Technology,Active,High,123015,Bachelor,4,4987,9274,69,29,Jaipur,34
Doctor,Healthcare,Stable,Low,171612,Doctorate,8,7440,16562,25,7,Ahmedabad,43
Teacher,Education,Stable,Low,45366,Master,4,12158,17984,13,26,Bengaluru,31
Teacher,Education,Stable,Low,50274,Master,4,2792,2030,47,16,Kolkata,46
Factory Worker,Manufacturing,Declining,High,47854,High School,0,5007,3703,41,82,Noida,54
Cybersecurity Analyst,Technology,Active,Moderate,94865,Bachelor,2,2430,1835,93,26,Delhi,62
Software Engineer,Technology,Active,High,110021,Bachelor,3,5177,8534,95,38,Kolkata,47
Mechanical Engineer,Manufacturing,Stable,Moderate,85844,Bachelor,4,3718,4104,16,42,Noida,64
Mechanical Engineer,Manufacturing,Stable,Moderate,81418,Bachelor,4,5379,5953,31,34,Ahmedabad,33
Customer Support Executive,Services,Declining,Moderate,35115,Bachelor,4,3513,3042,22,93,Pune,48
Nurse,Healthcare,Stable,Low,97090,Bachelor,3,5054,5391,40,22,Delhi,61
Factory Worker,Manufacturing,Declining,High,39483,High School,2,9972,7295,19,86,Delhi,70
Customer Support Executive,Services,Declining,Moderate,37180,Bachelor,3,14302,17531,41,70,Chennai,21
Cashier,Retail,Declining,Moderate,25140,High School,2,12798,15065,32,75,Kolkata,38
Cybersecurity Analyst,Technology,Active,Moderate,85068,Bachelor,3,13868,13626,51,26,Hyderabad,14
Doctor,Healthcare,Stable,Low,189175,Doctorate,8,2283,5229,22,10,Ahmedabad,46
AI Engineer,Technology,Active,High,122314,Master,4,12756,16560,100,9,Noida,31
HR Manager,Corporate,Active,Moderate,96140,MBA,5,13714,14870,26,40,Noida,27
Nurse,Healthcare,Stable,Low,98868,Bachelor,7,5424,7055,2,17,Bengaluru,57
Cybersecurity Analyst,Technology,Active,Moderate,111204,Bachelor,2,6978,6567,62,14,Noida,60
Accountant,Finance,Active,Moderate,71611,Bachelor,2,8784,12220,55,75,Mumbai,67
Nurse,Healthcare,Stable,Low,87917,Bachelor,3,2299,4485,47,6,Delhi,35
Nurse,Healthcare,Stable,Low,63480,Bachelor,0,7276,6311,49,20,Kolkata,35
Factory Worker,Manufacturing,Declining,High,50225,High School,0,5286,5859,33,99,Noida,30
Graphic Designer,Media,Active,Moderate,55405,Bachelor,4,1948,2935,48,35,Noida,71
Customer Support Executive,Services,Declining,Moderate,40770,Bachelor,0,7897,6599,57,83,Bengaluru,32
Customer Support Executive,Services,Declining,Moderate,40250,Bachelor,1,11672,8687,28,76,Jaipur,52
Cybersecurity Analyst,Technology,Active,Moderate,77184,Bachelor,3,4079,6839,92,33,Pune,74
Cybersecurity Analyst,Technology,Active,Moderate,111720,Bachelor,1,10331,11010,58,38,Mumbai,24
Data Scientist,Technology,Active,High,146203,Master,0,2218,3775,60,7,Kolkata,32
Software Engineer,Technology,Active,High,110387,Bachelor,1,3282,3961,88,36,Pune,45
Mechanical Engineer,Manufacturing,Stable,Moderate,87324,Bachelor,3,13170,10031,28,33,Noida,32
Data Scientist,Technology,Active,High,106615,Master,4,2361,2729,79,10,Kolkata,71
Mechanical Engineer,Manufacturing,Stable,Moderate,106899,Bachelor,2,12270,13304,17,41,Hyderabad,75
Doctor,Healthcare,Stable,Low,185776,Doctorate,7,10357,24117,0,2,Chennai,35
Factory Worker,Manufacturing,Declining,High,44483,High School,1,10086,12322,12,99,Bengaluru,37
Mechanical Engineer,Manufacturing,Stable,Moderate,97971,Bachelor,3,12859,19834,27,40,Mumbai,44
Cybersecurity Analyst,Technology,Active,Moderate,100256,Bachelor,4,4209,3545,75,23,Hyderabad,28
Accountant,Finance,Active,Moderate,73528,Bachelor,5,4954,5744,9,74,Hyderabad,72
Graphic Designer,Media,Active,Moderate,76935,Bachelor,5,11409,11884,14,34,Kolkata,31
HR Manager,Corporate,Active,Moderate,76808,MBA,3,8397,11254,47,28,Hyderabad,65
Nurse,Healthcare,Stable,Low,79331,Bachelor,4,4983,5612,43,13,Jaipur,17
Mechanical Engineer,Manufacturing,Stable,Moderate,104181,Bachelor,2,2144,2900,6,37,Chennai,8
Data Scientist,Technology,Active,High,113212,Master,5,14025,22881,79,23,Noida,22
Teacher,Education,Stable,Low,54693,Master,5,13560,12075,19,35,Chennai,64
Software Engineer,Technology,Active,High,125543,Bachelor,3,12433,19107,85,42,Bengaluru,38
Software Engineer,Technology,Active,High,115832,Bachelor,3,14671,13009,44,42,Kolkata,34
Graphic Designer,Media,Active,Moderate,56684,Bachelor,3,10338,9058,35,32,Hyderabad,28
Data Scientist,Technology,Active,High,127047,Master,3,1710,2933,58,12,Chennai,55
Research Scientist,Research,Active,Low,138813,Doctorate,6,9419,13079,25,10,Mumbai,38
Software Engineer,Technology,Active,High,91092,Bachelor,5,7061,10507,70,28,Bengaluru,33
Accountant,Finance,Active,Moderate,78191,Bachelor,2,9975,9888,35,75,Noida,33
Nurse,Healthcare,Stable,Low,80599,Bachelor,4,11275,12087,30,19,Mumbai,53
Mechanical Engineer,Manufacturing,Stable,Moderate,82466,Bachelor,6,908,1418,66,47,Bengaluru,44
HR Manager,Corporate,Active,Moderate,85426,MBA,5,5604,4059,21,35,Delhi,8
Research Scientist,Research,Active,Low,145878,Doctorate,6,1133,2002,36,3,Delhi,32
Teacher,Education,Stable,Low,61171,Master,5,9704,10535,5,4,Kolkata,35
HR Manager,Corporate,Active,Moderate,92560,MBA,7,7332,8530,17,39,Mumbai,40
Customer Support Executive,Services,Declining,Moderate,44136,Bachelor,2,9417,8374,0,77,Bengaluru,41
Factory Worker,Manufacturing,Declining,High,48629,High School,2,1685,1872,65,92,Noida,43
Doctor,Healthcare,Stable,Low,184373,Doctorate,5,1148,838,25,3,Hyderabad,41
Accountant,Finance,Active,Moderate,73659,Bachelor,4,2865,2789,48,60,Mumbai,56
HR Manager,Corporate,Active,Moderate,94038,MBA,3,13110,11340,49,49,Hyderabad,77
Accountant,Finance,Active,Moderate,77787,Bachelor,2,8723,8002,7,88,Pune,59
Accountant,Finance,Active,Moderate,71300,Bachelor,5,9568,12674,8,75,Chennai,25
Research Scientist,Research,Active,Low,140664,Doctorate,6,3054,5768,24,16,Bengaluru,54
Cybersecurity Analyst,Technology,Active,Moderate,108727,Bachelor,4,5730,9406,51,37,Hyderabad,22
Software Engineer,Technology,Active,High,116250,Bachelor,1,7470,9927,40,37,Bengaluru,82
Factory Worker,Manufacturing,Declining,High,51461,High School,4,8332,6790,15,99,Noida,46
Nurse,Healthcare,Stable,Low,72811,Bachelor,1,2075,1895,18,14,Ahmedabad,18
HR Manager,Corporate,Active,Moderate,85042,MBA,6,10194,12993,28,29,Mumbai,49
Cybersecurity Analyst,Technology,Active,Moderate,84338,Bachelor,1,9405,15076,67,46,Kolkata,63
Data Scientist,Technology,Active,High,113126,Master,4,1808,1367,87,27,Pune,29
Mechanical Engineer,Manufacturing,Stable,Moderate,106792,Bachelor,1,8373,10252,30,44,Mumbai,32
HR Manager,Corporate,Active,Moderate,84091,MBA,4,11999,16628,53,31,Mumbai,53
Mechanical Engineer,Manufacturing,Stable,Moderate,115695,Bachelor,3,8618,14436,21,40,Mumbai,9
Cybersecurity Analyst,Technology,Active,Moderate,112920,Bachelor,2,14867,24838,88,25,Delhi,63
Mechanical Engineer,Manufacturing,Stable,Moderate,92839,Bachelor,0,12057,9640,51,52,Mumbai,64
Doctor,Healthcare,Stable,Low,149531,Doctorate,7,11671,28558,26,15,Chennai,40
Research Scientist,Research,Active,Low,144220,Doctorate,5,14387,17677,27,15,Bengaluru,18
AI Engineer,Technology,Active,High,167049,Master,6,5471,4862,64,13,Ahmedabad,47
Nurse,Healthcare,Stable,Low,91276,Bachelor,5,14712,17709,38,5,Bengaluru,40
AI Engineer,Technology,Active,High,153933,Master,6,9032,9270,64,19,Jaipur,28
Mechanical Engineer,Manufacturing,Stable,Moderate,97166,Bachelor,4,11234,11618,29,29,Mumbai,55
Accountant,Finance,Active,Moderate,68650,Bachelor,2,2007,2149,49,88,Mumbai,37
AI Engineer,Technology,Active,High,106262,Master,5,14268,26988,75,19,Jaipur,55
Graphic Designer,Media,Active,Moderate,60366,Bachelor,2,14444,21935,0,23,Chennai,59
Cashier,Retail,Declining,Moderate,27899,High School,1,2739,2238,19,99,Ahmedabad,44
Research Scientist,Research,Active,Low,131481,Doctorate,8,11922,12723,46,22,Mumbai,7
Mechanical Engineer,Manufacturing,Stable,Moderate,75083,Bachelor,2,10454,12187,44,56,Hyderabad,55
Customer Support Executive,Services,Declining,Moderate,46192,Bachelor,1,8305,9532,28,74,Jaipur,26
Cashier,Retail,Declining,Moderate,27750,High School,1,8542,8506,31,85,Kolkata,47
Accountant,Finance,Active,Moderate,74949,Bachelor,1,14593,12921,10,71,Kolkata,44
Cybersecurity Analyst,Technology,Active,Moderate,96097,Bachelor,5,10415,9188,37,20,Mumbai,75
Cybersecurity Analyst,Technology,Active,Moderate,88540,Bachelor,1,9578,10128,46,26,Mumbai,50
Data Scientist,Technology,Active,High,110488,Master,1,10939,13254,77,10,Ahmedabad,84
Accountant,Finance,Active,Moderate,57207,Bachelor,1,10570,16153,43,78,Mumbai,51
Nurse,Healthcare,Stable,Low,98485,Bachelor,4,6708,10167,63,9,Mumbai,10
Mechanical Engineer,Manufacturing,Stable,Moderate,105724,Bachelor,5,9963,11795,44,44,Chennai,55
AI Engineer,Technology,Active,High,130516,Master,5,4587,9387,97,25,Delhi,34
Software Engineer,Technology,Active,High,90714,Bachelor,1,6207,9741,59,35,Chennai,28
Research Scientist,Research,Active,Low,150067,Doctorate,7,1284,2238,56,9,Mumbai,49
Factory Worker,Manufacturing,Declining,High,47771,High School,3,4390,3665,52,91,Mumbai,68
Research Scientist,Research,Active,Low,118381,Doctorate,5,5997,9953,75,3,Hyderabad,44
Cashier,Retail,Declining,Moderate,29120,High School,0,1342,1623,25,97,Kolkata,35
