Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Data Scientist,Technology,Active,High,119908.0,Master,5,13050,17222,83.0,19.0,Pune,69.0
Accountant,Finance,Stable,Moderate,56183.0,Bachelor,4,15917,14463,34.0,67.0,Delhi,24.0
Data Scientist,Technology,Active,High,142709.0,Master,4,2537,3924,68.0,5.0,Pune,46.0
Research Scientist,Research,Active,Low,141755.0,Doctorate,5,8678,11498,36.0,17.0,Kolkata,44.0
Cashier,Retail,Declining,High,34389.0,High School,0,2710,2366,29.0,79.0,Noida,31.0
Factory Worker,Manufacturing,Declining,High,37460.0,High School,2,15160,12875,27.0,95.0,Chennai,66.0
Cybersecurity Analyst,Technology,Stable,Moderate,80732.0,Bachelor,4,11271,11204,67.0,32.0,Hyderabad,43.0
Cashier,Retail,Declining,High,29927.0,High School,0,6774,5238,41.0,98.0,Bengaluru,55.0
Software Engineer,Technology,Active,Moderate,118486.0,Bachelor,2,16366,23623,79.0,42.0,Ahmedabad,27.0
Teacher,Education,Stable,Low,52274.0,Master,5,15805,17251,33.0,21.0,Mumbai,43.0
AI Engineer,Technology,Active,High,146747.0,Master,2,9810,15553,54.0,17.0,Chennai,65.0
Research Scientist,Research,Active,Low,142053.0,Doctorate,5,3524,4046,25.0,17.0,Mumbai,46.0
Nurse,Healthcare,Stable,Low,81838.0,Bachelor,4,8232,9713,28.0,17.0,Bengaluru,24.0
Factory Worker,Manufacturing,Declining,High,47959.0,High School,1,4528,3338,26.0,99.0,Delhi,60.0
Research Scientist,Research,Active,Low,143277.0,Doctorate,8,17176,25856,33.0,9.0,Bengaluru,49.0
Accountant,Finance,Stable,Moderate,72976.0,Bachelor,4,7336,8376,54.0,61.0,Kolkata,43.0
Teacher,Education,Stable,Low,67651.0,Master,4,6853,7518,27.0,15.0,Bengaluru,45.0
Teacher,Education,Stable,Low,61887.0,Master,8,5959,5819,61.0,19.0,Ahmedabad,35.0
AI Engineer,Technology,Active,High,129427.0,Master,7,9471,14663,71.0,13.0,Chennai,62.0
Accountant,Finance,Stable,Moderate,84362.0,Bachelor,3,1384,1341,31.0,56.0,Jaipur,54.0
Factory Worker,Manufacturing,Declining,High,43122.0,High School,3,15055,11838,27.0,92.0,Ahmedabad,45.0
Doctor,Healthcare,Stable,Low,161561.0,Doctorate,7,12949,15317,42.0,13.0,Bengaluru,40.0
Accountant,Finance,Stable,Moderate,63595.0,Bachelor,4,3122,3698,30.0,68.0,Kolkata,59.0
AI Engineer,Technology,Active,High,151737.0,Master,6,8631,11729,85.0,11.0,Jaipur,59.0
AI Engineer,Technology,Active,High,133351.0,Master,7,12685,17083,81.0,11.0,Delhi,56.0
Teacher,Education,Stable,Low,51030.0,Master,4,12379,14253,17.0,16.0,Pune,50.0
Nurse,Healthcare,Stable,Low,96731.0,Bachelor,4,15552,17495,29.0,6.0,Pune,25.0
Accountant,Finance,Stable,Moderate,68863.0,Bachelor,2,14361,15788,39.0,72.0,Noida,45.0
Software Engineer,Technology,Active,Moderate,114312.0,Bachelor,3,4633,5941,58.0,34.0,Delhi,28.0
Data Scientist,Technology,Active,High,132313.0,Master,4,2188,3162,61.0,23.0,Pune,22.0
Teacher,Education,Stable,Low,62336.0,Master,4,11506,12469,36.0,25.0,Pune,42.0
Nurse,Healthcare,Stable,Low,88443.0,Bachelor,2,8989,9652,53.0,17.0,Bengaluru,56.0
Research Scientist,Research,Active,Low,143603.0,Doctorate,8,9258,11162,31.0,13.0,Bengaluru,67.0
Accountant,Finance,Stable,Moderate,71201.0,Bachelor,2,10114,10062,19.0,52.0,Hyderabad,18.0
Graphic Designer,Media,Active,Moderate,67124.0,Bachelor,2,7683,12109,61.0,41.0,Noida,67.0
Accountant,Finance,Stable,Moderate,72186.0,Bachelor,6,6173,5745,23.0,67.0,Ahmedabad,36.0
Data Scientist,Technology,Active,High,127113.0,Master,5,16578,19866,91.0,26.0,Pune,56.0
Factory Worker,Manufacturing,Declining,High,45335.0,High School,3,8032,5360,43.0,91.0,Hyderabad,32.0
Nurse,Healthcare,Stable,Low,84891.0,Bachelor,3,6770,7927,36.0,17.0,Chennai,36.0
AI Engineer,Technology,Active,High,164291.0,Master,5,7388,8901,81.0,34.0,Noida,44.0
Doctor,Healthcare,Stable,Low,160347.0,Doctorate,7,9213,8571,31.0,1.0,Noida,29.0
AI Engineer,Technology,Active,High,121869.0,Master,4,9090,11125,82.0,13.0,Delhi,22.0
Cashier,Retail,Declining,High,33710.0,High School,3,1412,1296,32.0,78.0,Mumbai,46.0
Research Scientist,Research,Active,Low,142131.0,Doctorate,7,16449,18481,30.0,5.0,Mumbai,74.0
Data Scientist,Technology,Active,High,149149.0,Master,5,13993,22084,43.0,16.0,Hyderabad,30.0
Accountant,Finance,Stable,Moderate,66561.0,Bachelor,2,3479,3608,8.0,57.0,Mumbai,34.0
Cashier,Retail,Declining,High,36709.0,High School,1,15128,12259,48.0,92.0,Noida,53.0
Factory Worker,Manufacturing,Declining,High,44265.0,High School,2,8954,5388,50.0,87.0,Noida,41.0
Cybersecurity Analyst,Technology,Stable,Moderate,91445.0,Bachelor,4,12257,13046,62.0,39.0,Chennai,33.0
Cybersecurity Analyst,Technology,Stable,Moderate,94075.0,Bachelor,2,10079,9588,49.0,34.0,Pune,9.0
Accountant,Finance,Stable,Moderate,81793.0,Bachelor,3,3549,3260,16.0,47.0,Delhi,17.0
Cashier,Retail,Declining,High,33732.0,High School,0,10333,9375,37.0,83.0,Bengaluru,34.0
Cybersecurity Analyst,Technology,Stable,Moderate,102011.0,Bachelor,4,17621,18144,41.0,30.0,Chennai,64.0
Data Scientist,Technology,Active,High,130012.0,Master,2,13062,15552,62.0,7.0,Noida,69.0
Cashier,Retail,Declining,High,39267.0,High School,0,16201,13874,25.0,75.0,Bengaluru,39.0
Doctor,Healthcare,Stable,Low,139572.0,Doctorate,8,4035,3711,27.0,4.0,Jaipur,40.0
Cybersecurity Analyst,Technology,Stable,Moderate,86569.0,Bachelor,4,4733,5161,67.0,35.0,Noida,39.0
Graphic Designer,Media,Active,Moderate,75887.0,Bachelor,1,16117,19763,44.0,49.0,Hyderabad,55.0
AI Engineer,Technology,Active,High,129900.0,Master,6,8639,11165,60.0,14.0,Hyderabad,41.0
Nurse,Healthcare,Stable,Low,96186.0,Bachelor,6,4337,4064,32.0,14.0,Jaipur,69.0
Nurse,Healthcare,Stable,Low,81649.0,Bachelor,2,2699,3006,43.0,10.0,Jaipur,71.0
Teacher,Education,Stable,Low,51681.0,Master,3,5601,5906,37.0,10.0,Hyderabad,73.0
Cybersecurity Analyst,Technology,Stable,Moderate,93195.0,Bachelor,3,10984,11149,44.0,22.0,Chennai,50.0
Data Scientist,Technology,Active,High,125791.0,Master,4,12923,15435,66.0,38.0,Jaipur,34.0
Research Scientist,Research,Active,Low,130221.0,Doctorate,3,9006,11236,40.0,1.0,Noida,56.0
Research Scientist,Research,Active,Low,148778.0,Doctorate,6,8684,10021,2.0,16.0,Hyderabad,42.0
Cybersecurity Analyst,Technology,Stable,Moderate,82186.0,Bachelor,5,7882,7111,64.0,30.0,Ahmedabad,26.0
Graphic Designer,Media,Active,Moderate,75203.0,Bachelor,2,16946,26083,21.0,34.0,Hyderabad,32.0
Graphic Designer,Media,Active,Moderate,66650.0,Bachelor,0,8528,13431,21.0,56.0,Pune,45.0
Research Scientist,Research,Active,Low,133454.0,Doctorate,10,2933,3574,32.0,14.0,Pune,48.0
Cashier,Retail,Declining,High,30175.0,High School,2,6295,5563,47.0,90.0,Jaipur,59.0
Graphic Designer,Media,Active,Moderate,73241.0,Bachelor,5,12126,18675,37.0,42.0,Jaipur,59.0
Research Scientist,Research,Active,Low,130140.0,Doctorate,8,17507,20691,31.0,1.0,Mumbai,30.0
Doctor,Healthcare,Stable,Low,171956.0,Doctorate,5,17956,16881,21.0,11.0,Noida,44.0
Data Scientist,Technology,Active,High,116668.0,Master,5,11599,18022,72.0,17.0,Jaipur,8.0
Nurse,Healthcare,Stable,Low,91393.0,Bachelor,4,3191,3397,46.0,10.0,Pune,41.0
Nurse,Healthcare,Stable,Low,97305.0,Bachelor,6,14452,16142,18.0,3.0,Ahmedabad,70.0
Doctor,Healthcare,Stable,Low,175831.0,Doctorate,7,14217,16286,27.0,1.0,Chennai,37.0
AI Engineer,Technology,Active,High,143196.0,Master,4,6994,8926,83.0,20.0,Ahmedabad,25.0
Cybersecurity Analyst,Technology,Stable,Moderate,90235.0,Bachelor,4,2714,2964,43.0,24.0,Bengaluru,50.0
Teacher,Education,Stable,Low,70885.0,Master,3,8853,10326,34.0,19.0,Kolkata,27.0
Doctor,Healthcare,Stable,Low,181046.0,Doctorate,6,16178,19212,21.0,3.0,Bengaluru,35.0
Doctor,Healthcare,Stable,Low,210941.0,Doctorate,8,16691,15678,34.0,18.0,Bengaluru,28.0
Doctor,Healthcare,Stable,Low,165231.0,Doctorate,11,5604,5686,39.0,8.0,Noida,28.0
Graphic Designer,Media,Active,Moderate,63397.0,Bachelor,3,2469,3799,31.0,39.0,Chennai,49.0
Graphic Designer,Media,Active,Moderate,63245.0,Bachelor,1,4563,7175,12.0,43.0,Jaipur,14.0
AI Engineer,Technology,Active,High,159365.0,Master,6,10552,11740,49.0,16.0,Chennai,49.0
Accountant,Finance,Stable,Moderate,68908.0,Bachelor,3,14828,15589,43.0,58.0,Hyderabad,13.0
Cybersecurity Analyst,Technology,Stable,Moderate,106668.0,Bachelor,3,15920,18151,76.0,34.0,Ahmedabad,31.0
Factory Worker,Manufacturing,Declining,High,50791.0,High School,2,8849,5829,12.0,89.0,Noida,54.0
Data Scientist,Technology,Active,High,123131.0,Master,2,9328,13175,92.0,30.0,Ahmedabad,47.0
Data Scientist,Technology,Active,High,164794.0,Master,1,4718,5575,73.0,20.0,Hyderabad,30.0
Data Scientist,Technology,Active,High,135263.0,Master,4,7527,10222,65.0,25.0,Ahmedabad,60.0
Teacher,Education,Stable,Low,53344.0,Master,3,1358,1314,38.0,31.0,Chennai,46.0
Factory Worker,Manufacturing,Declining,High,50923.0,High School,1,4554,3718,40.0,79.0,Jaipur,16.0
Software Engineer,Technology,Active,Moderate,109933.0,Bachelor,3,17159,22399,54.0,30.0,Jaipur,50.0
Factory Worker,Manufacturing,Declining,High,40897.0,High School,3,16333,12959,16.0,71.0,Bengaluru,42.0
Nurse,Healthcare,Stable,Low,81237.0,Bachelor,5,15916,16030,17.0,3.0,Jaipur,61.0
Graphic Designer,Media,Active,Moderate,56844.0,Bachelor,1,15673,22523,39.0,47.0,Hyderabad,26.0
Software Engineer,Technology,Active,Moderate,96854.0,Bachelor,4,1670,2557,84.0,38.0,Noida,47.0
Data Scientist,Technology,Active,High,131537.0,Master,4,6678,10419,75.0,17.0,Ahmedabad,34.0
Research Scientist,Research,Active,Low,132256.0,Doctorate,8,3281,4595,66.0,18.0,Hyderabad,68.0
Teacher,Education,Stable,Low,56744.0,Master,4,6443,6930,58.0,14.0,Delhi,53.0
Nurse,Healthcare,Stable,Low,85342.0,Bachelor,4,13041,14058,27.0,11.0,Ahmedabad,58.0
Cashier,Retail,Declining,High,31623.0,High School,0,10250,8249,19.0,81.0,Mumbai,38.0
Factory Worker,Manufacturing,Declining,High,45445.0,High School,3,1303,805,46.0,97.0,Hyderabad,32.0
AI Engineer,Technology,Active,High,147317.0,Master,6,5206,7317,82.0,23.0,Delhi,81.0
Software Engineer,Technology,Active,Moderate,123163.0,Bachelor,3,4829,6941,64.0,25.0,Hyderabad,45.0
Research Scientist,Research,Active,Low,166439.0,Doctorate,7,17608,24476,25.0,14.0,Noida,68.0
Teacher,Education,Stable,Low,65283.0,Master,3,3228,3153,49.0,15.0,Noida,33.0
Teacher,Education,Stable,Low,65458.0,Master,3,15200,14635,17.0,29.0,Bengaluru,57.0
Accountant,Finance,Stable,Moderate,89622.0,Bachelor,3,1475,1383,29.0,63.0,Jaipur,29.0
Doctor,Healthcare,Stable,Low,184827.0,Doctorate,8,3615,3872,45.0,13.0,Jaipur,32.0
Nurse,Healthcare,Stable,Low,78320.0,Bachelor,5,17250,18615,39.0,5.0,Delhi,66.0
Doctor,Healthcare,Stable,Low,176371.0,Doctorate,7,3907,4378,52.0,5.0,Kolkata,34.0
Cashier,Retail,Declining,High,32060.0,High School,1,12160,8196,55.0,82.0,Noida,44.0
Graphic Designer,Media,Active,Moderate,68212.0,Bachelor,4,9384,12695,15.0,31.0,Pune,39.0
Research Scientist,Research,Active,Low,130019.0,Doctorate,5,7836,9616,37.0,10.0,Kolkata,67.0
Factory Worker,Manufacturing,Declining,High,52079.0,High School,2,17664,15535,25.0,96.0,Mumbai,61.0
Graphic Designer,Media,Active,Moderate,59253.0,Bachelor,4,2270,2933,21.0,36.0,Pune,45.0
Cybersecurity Analyst,Technology,Stable,Moderate,87324.0,Bachelor,3,11129,12723,91.0,23.0,Bengaluru,37.0
Nurse,Healthcare,Stable,Low,78545.0,Bachelor,2,8274,9643,0.0,19.0,Chennai,55.0
Accountant,Finance,Stable,Moderate,69109.0,Bachelor,1,10368,11533,22.0,73.0,Jaipur,61.0
AI Engineer,Technology,Active,High,141397.0,Master,4,7951,11011,69.0,18.0,Bengaluru,67.0
Graphic Designer,Media,Active,Moderate,64376.0,Bachelor,1,3162,4798,30.0,43.0,Bengaluru,48.0
Accountant,Finance,Stable,Moderate,65272.0,Bachelor,2,8612,9110,54.0,58.0,Chennai,53.0
Nurse,Healthcare,Stable,Low,93484.0,Bachelor,2,14308,16570,21.0,15.0,Pune,51.0
Software Engineer,Technology,Active,Moderate,125129.0,Bachelor,0,8352,11568,59.0,38.0,Jaipur,57.0
Graphic Designer,Media,Active,Moderate,71340.0,Bachelor,6,1864,2496,10.0,37.0,Ahmedabad,46.0
Graphic Designer,Media,Active,Moderate,67326.0,Bachelor,3,6521,8191,27.0,41.0,Kolkata,36.0
Accountant,Finance,Stable,Moderate,73435.0,Bachelor,1,10846,10896,47.0,79.0,Pune,15.0
Cybersecurity Analyst,Technology,Stable,Moderate,91153.0,Bachelor,3,8376,8253,85.0,19.0,Jaipur,31.0
Teacher,Education,Stable,Low,60527.0,Master,5,5319,6152,49.0,19.0,Pune,24.0
Research Scientist,Research,Active,Low,134460.0,Doctorate,4,3562,5575,56.0,16.0,Ahmedabad,38.0
Cashier,Retail,Declining,High,35159.0,High School,2,1960,1185,48.0,87.0,Delhi,49.0
Accountant,Finance,Stable,Moderate,65401.0,Bachelor,6,4225,4110,10.0,56.0,Pune,50.0
AI Engineer,Technology,Active,High,140158.0,Master,4,5556,7935,70.0,11.0,Ahmedabad,53.0
Cybersecurity Analyst,Technology,Stable,Moderate,88147.0,Bachelor,4,16785,17614,77.0,27.0,Delhi,54.0
Research Scientist,Research,Active,Low,165180.0,Doctorate,6,5567,8322,46.0,15.0,Kolkata,32.0
Cybersecurity Analyst,Technology,Stable,Moderate,120936.0,Bachelor,7,14833,15213,94.0,21.0,Mumbai,32.0
Accountant,Finance,Stable,Moderate,71525.0,Bachelor,2,4611,5108,16.0,56.0,Kolkata,50.0
Cashier,Retail,Declining,High,27074.0,High School,0,3073,1922,52.0,76.0,Hyderabad,51.0
Cashier,Retail,Declining,High,32897.0,High School,2,7208,5983,14.0,96.0,Pune,77.0
Cashier,Retail,Declining,High,36146.0,High School,3,4398,2937,31.0,95.0,Ahmedabad,27.0
Cashier,Retail,Declining,High,31967.0,High School,1,4104,3221,31.0,94.0,Bengaluru,45.0
Nurse,Healthcare,Stable,Low,91652.0,Bachelor,5,6025,6581,38.0,11.0,Chennai,36.0
Graphic Designer,Media,Active,Moderate,68330.0,Bachelor,4,11508,16866,32.0,47.0,Bengaluru,51.0
Cybersecurity Analyst,Technology,Stable,Moderate,109481.0,Bachelor,5,11290,13151,78.0,29.0,Ahmedabad,56.0
Graphic Designer,Media,Active,Moderate,66630.0,Bachelor,4,7934,10849,46.0,42.0,Pune,60.0
Doctor,Healthcare,Stable,Low,172259.0,Doctorate,7,6830,8125,24.0,6.0,Mumbai,66.0
Software Engineer,Technology,Active,Moderate,109054.0,Bachelor,4,7556,11169,72.0,36.0,Pune,56.0
Accountant,Finance,Stable,Moderate,62532.0,Bachelor,5,13941,14231,16.0,59.0,Mumbai,40.0
Doctor,Healthcare,Stable,Low,187064.0,Doctorate,11,9579,9800,19.0,2.0,Chennai,75.0
Data Scientist,Technology,Active,High,139933.0,Master,3,2981,4157,69.0,17.0,Pune,48.0
Accountant,Finance,Stable,Moderate,78314.0,Bachelor,3,16979,18378,46.0,75.0,Jaipur,49.0
Cashier,Retail,Declining,High,32635.0,High School,0,10924,8353,33.0,86.0,Hyderabad,32.0
Software Engineer,Technology,Active,Moderate,131337.0,Bachelor,3,12172,16483,80.0,41.0,Delhi,44.0
AI Engineer,Technology,Active,High,143415.0,Master,5,16901,21893,65.0,15.0,Jaipur,55.0
Software Engineer,Technology,Active,Moderate,105621.0,Bachelor,3,4611,6804,97.0,41.0,Bengaluru,36.0
Graphic Designer,Media,Active,Moderate,64116.0,Bachelor,0,16279,25534,38.0,31.0,Chennai,56.0
Teacher,Education,Stable,Low,67157.0,Master,1,12501,14360,59.0,23.0,Pune,45.0
Data Scientist,Technology,Active,High,131961.0,Master,2,14298,21093,100.0,16.0,Pune,32.0
Cybersecurity Analyst,Technology,Stable,Moderate,88582.0,Bachelor,4,1317,1546,70.0,38.0,Delhi,12.0
Graphic Designer,Media,Active,Moderate,67245.0,Bachelor,0,1221,1563,22.0,43.0,Bengaluru,52.0
Teacher,Education,Stable,Low,57458.0,Master,6,14275,13169,32.0,29.0,Pune,28.0
Graphic Designer,Media,Active,Moderate,53615.0,Bachelor,2,6331,7691,35.0,38.0,Hyderabad,59.0
AI Engineer,Technology,Active,High,169974.0,Master,4,2653,3760,71.0,24.0,Chennai,52.0
AI Engineer,Technology,Active,High,163850.0,Master,4,1726,2223,33.0,28.0,Chennai,55.0
AI Engineer,Technology,Active,High,147989.0,Master,5,5853,7785,82.0,13.0,Chennai,30.0
Accountant,Finance,Stable,Moderate,75897.0,Bachelor,1,1314,1570,58.0,63.0,Chennai,54.0
AI Engineer,Technology,Active,High,152497.0,Master,7,10703,11830,69.0,15.0,Noida,34.0
Nurse,Healthcare,Stable,Low,77164.0,Bachelor,4,2591,2946,34.0,14.0,Mumbai,50.0
Cybersecurity Analyst,Technology,Stable,Moderate,82618.0,Bachelor,2,14221,13596,56.0,38.0,Ahmedabad,56.0
AI Engineer,Technology,Active,High,135964.0,Master,3,10689,14701,81.0,7.0,Pune,37.0
Data Scientist,Technology,Active,High,116894.0,Master,4,8767,12954,59.0,14.0,Delhi,38.0
Research Scientist,Research,Active,Low,171468.0,Doctorate,4,2750,3592,37.0,11.0,Bengaluru,60.0
Cashier,Retail,Declining,High,32915.0,High School,2,11395,9948,21.0,92.0,Noida,27.0
Graphic Designer,Media,Active,Moderate,58558.0,Bachelor,4,15506,22801,27.0,31.0,Pune,42.0
AI Engineer,Technology,Active,High,149449.0,Master,6,3126,4786,90.0,18.0,Jaipur,41.0
Cybersecurity Analyst,Technology,Stable,Moderate,78128.0,Bachelor,3,6243,7121,60.0,27.0,Kolkata,44.0
Factory Worker,Manufacturing,Declining,High,49643.0,High School,0,10752,8129,49.0,79.0,Chennai,44.0
Graphic Designer,Media,Active,Moderate,72057.0,Bachelor,3,13288,21195,20.0,42.0,Chennai,50.0
Cybersecurity Analyst,Technology,Stable,Moderate,98085.0,Bachelor,3,4244,4423,66.0,25.0,Bengaluru,40.0
AI Engineer,Technology,Active,High,158389.0,Master,3,4803,7222,42.0,19.0,Delhi,16.0
Data Scientist,Technology,Active,High,130581.0,Master,3,17035,22189,38.0,11.0,Kolkata,49.0
Graphic Designer,Media,Active,Moderate,67784.0,Bachelor,2,12191,14974,53.0,41.0,Noida,43.0
Cybersecurity Analyst,Technology,Stable,Moderate,100715.0,Bachelor,4,12761,11700,75.0,35.0,Ahmedabad,65.0
Software Engineer,Technology,Active,Moderate,122376.0,Bachelor,0,16407,19834,58.0,37.0,Noida,47.0
Teacher,Education,Stable,Low,55094.0,Master,4,5456,6296,27.0,23.0,Bengaluru,41.0
Cashier,Retail,Declining,High,36608.0,High School,0,6635,6242,0.0,89.0,Ahmedabad,54.0
Factory Worker,Manufacturing,Declining,High,53703.0,High School,0,17215,10489,15.0,84.0,Jaipur,45.0
Cybersecurity Analyst,Technology,Stable,Moderate,101357.0,Bachelor,4,9216,9153,62.0,28.0,Noida,49.0
Cybersecurity Analyst,Technology,Stable,Moderate,101552.0,Bachelor,4,6711,7152,72.0,31.0,Jaipur,31.0
Doctor,Healthcare,Stable,Low,171255.0,Doctorate,8,1540,1543,46.0,9.0,Ahmedabad,5.0
Doctor,Healthcare,Stable,Low,172214.0,Doctorate,6,5608,5618,30.0,4.0,Kolkata,45.0
Cashier,Retail,Declining,High,33262.0,High School,1,1288,829,45.0,99.0,Mumbai,55.0
Accountant,Finance,Stable,Moderate,74976.0,Bachelor,3,12540,14374,21.0,59.0,Bengaluru,44.0
Software Engineer,Technology,Active,Moderate,109122.0,Bachelor,3,16272,19222,76.0,41.0,Ahmedabad,41.0
Nurse,Healthcare,Stable,Low,89009.0,Bachelor,2,10100,11456,49.0,8.0,Ahmedabad,31.0
Nurse,Healthcare,Stable,Low,72726.0,Bachelor,4,2061,2169,70.0,7.0,Hyderabad,57.0
Graphic Designer,Media,Active,Moderate,76327.0,Bachelor,3,3495,5146,24.0,30.0,Kolkata,32.0
Graphic Designer,Media,Active,Moderate,70092.0,Bachelor,3,17879,20953,28.0,42.0,Mumbai,47.0
Nurse,Healthcare,Stable,Low,77034.0,Bachelor,7,15998,17586,29.0,8.0,Hyderabad,19.0
Teacher,Education,Stable,Low,55827.0,Master,5,15037,17159,32.0,24.0,Chennai,30.0
Research Scientist,Research,Active,Low,165950.0,Doctorate,7,1459,2111,35.0,3.0,Jaipur,40.0
Research Scientist,Research,Active,Low,152167.0,Doctorate,9,14674,16715,42.0,8.0,Noida,26.0
Data Scientist,Technology,Active,High,139526.0,Master,3,4792,6558,59.0,8.0,Delhi,57.0
Data Scientist,Technology,Active,High,128907.0,Master,3,1619,2374,65.0,23.0,Hyderabad,29.0
Factory Worker,Manufacturing,Declining,High,49013.0,High School,0,1678,1419,47.0,95.0,Noida,61.0
Graphic Designer,Media,Active,Moderate,66634.0,Bachelor,1,4998,7109,56.0,48.0,Jaipur,66.0
Accountant,Finance,Stable,Moderate,67532.0,Bachelor,3,2886,3287,31.0,59.0,Chennai,40.0
Accountant,Finance,Stable,Moderate,65348.0,Bachelor,2,14301,13010,48.0,71.0,Pune,62.0
Factory Worker,Manufacturing,Declining,High,39428.0,High School,1,11887,8833,25.0,86.0,Chennai,46.0
Doctor,Healthcare,Stable,Low,170473.0,Doctorate,4,2236,2524,42.0,19.0,Noida,42.0
Cashier,Retail,Declining,High,29139.0,High School,2,17405,12407,36.0,79.0,Pune,66.0
Data Scientist,Technology,Active,High,124736.0,Master,4,7460,9363,72.0,29.0,Ahmedabad,28.0
AI Engineer,Technology,Active,High,125295.0,Master,6,3211,4165,68.0,33.0,Jaipur,71.0
Cybersecurity Analyst,Technology,Stable,Moderate,104116.0,Bachelor,4,1886,1788,75.0,27.0,Chennai,32.0
Software Engineer,Technology,Active,Moderate,116996.0,Bachelor,3,1558,2253,76.0,35.0,Noida,42.0
Graphic Designer,Media,Active,Moderate,56073.0,Bachelor,4,10778,12014,39.0,38.0,Noida,56.0
AI Engineer,Technology,Active,High,134728.0,Master,4,14360,22961,69.0,24.0,Bengaluru,36.0
Research Scientist,Research,Active,Low,132090.0,Doctorate,9,10338,14247,51.0,9.0,Kolkata,38.0
AI Engineer,Technology,Active,High,145367.0,Master,3,2826,4320,70.0,16.0,Noida,32.0
Accountant,Finance,Stable,Moderate,63470.0,Bachelor,1,8600,8848,41.0,69.0,Noida,56.0
Doctor,Healthcare,Stable,Low,174196.0,Doctorate,9,8227,8138,58.0,13.0,Delhi,55.0
AI Engineer,Technology,Active,High,149560.0,Master,6,4267,5536,55.0,19.0,Pune,68.0
Teacher,Education,Stable,Low,67128.0,Master,3,8557,10150,52.0,12.0,Chennai,45.0
Cybersecurity Analyst,Technology,Stable,Moderate,99105.0,Bachelor,5,16931,15395,58.0,31.0,Kolkata,13.0
Cashier,Retail,Declining,High,39036.0,High School,0,5673,3659,36.0,90.0,Pune,44.0
AI Engineer,Technology,Active,High,160986.0,Master,5,8994,14298,72.0,15.0,Noida,62.0
Software Engineer,Technology,Active,Moderate,94533.0,Bachelor,6,12237,14465,69.0,35.0,Chennai,48.0
Accountant,Finance,Stable,Moderate,80117.0,Bachelor,5,11062,10258,35.0,64.0,Hyderabad,44.0
Research Scientist,Research,Active,Low,151662.0,Doctorate,9,6603,8143,19.0,14.0,Jaipur,43.0
Factory Worker,Manufacturing,Declining,High,41798.0,High School,0,12675,8135,34.0,84.0,Pune,51.0
Accountant,Finance,Stable,Moderate,64356.0,Bachelor,2,12593,13594,38.0,61.0,Pune,58.0
Cybersecurity Analyst,Technology,Stable,Moderate,87987.0,Bachelor,4,8508,9667,69.0,33.0,Pune,55.0
Data Scientist,Technology,Active,High,145828.0,Master,8,15273,17504,76.0,6.0,Pune,73.0
Research Scientist,Research,Active,Low,144572.0,Doctorate,8,9272,10847,35.0,1.0,Mumbai,39.0
Cybersecurity Analyst,Technology,Stable,Moderate,83577.0,Bachelor,1,1989,1998,61.0,38.0,Ahmedabad,74.0
Graphic Designer,Media,Active,Moderate,77266.0,Bachelor,2,9983,14177,24.0,49.0,Chennai,22.0
Cybersecurity Analyst,Technology,Stable,Moderate,83994.0,Bachelor,5,5178,5198,84.0,39.0,Jaipur,47.0
Accountant,Finance,Stable,Moderate,70046.0,Bachelor,5,5330,4911,34.0,68.0,Bengaluru,56.0
AI Engineer,Technology,Active,High,127761.0,Master,4,5480,6146,92.0,18.0,Delhi,41.0
Software Engineer,Technology,Active,Moderate,87251.0,Bachelor,3,5734,8255,57.0,31.0,Hyderabad,55.0
Graphic Designer,Media,Active,Moderate,54503.0,Bachelor,0,15838,20997,63.0,48.0,Bengaluru,38.0
Graphic Designer,Media,Active,Moderate,59217.0,Bachelor,2,8527,12306,36.0,51.0,Delhi,39.0
Graphic Designer,Media,Active,Moderate,69246.0,Bachelor,2,5521,6343,41.0,46.0,Noida,17.0
Cashier,Retail,Declining,High,29992.0,High School,0,16529,11259,1.0,90.0,Bengaluru,34.0
Graphic Designer,Media,Active,Moderate,62623.0,Bachelor,0,6930,9473,52.0,56.0,Kolkata,49.0
Data Scientist,Technology,Active,High,116826.0,Master,4,2897,4334,63.0,29.0,Pune,53.0
AI Engineer,Technology,Active,High,118170.0,Master,5,3003,4321,94.0,17.0,Kolkata,45.0
Software Engineer,Technology,Active,Moderate,112158.0,Bachelor,3,1999,2788,83.0,39.0,Noida,29.0
Doctor,Healthcare,Stable,Low,190626.0,Doctorate,7,4579,5397,26.0,12.0,Bengaluru,23.0
Teacher,Education,Stable,Low,52942.0,Master,4,17242,16737,33.0,17.0,Ahmedabad,54.0
Graphic Designer,Media,Active,Moderate,57267.0,Bachelor,2,16138,23402,44.0,38.0,Pune,30.0
Cybersecurity Analyst,Technology,Stable,Moderate,88415.0,Bachelor,4,5571,6134,74.0,30.0,Hyderabad,76.0
Cashier,Retail,Declining,High,35328.0,High School,0,13873,8446,13.0,88.0,Hyderabad,43.0
Graphic Designer,Media,Active,Moderate,69437.0,Bachelor,2,16871,19574,35.0,38.0,Ahmedabad,39.0
Cybersecurity Analyst,Technology,Stable,Moderate,90145.0,Bachelor,1,14209,13831,62.0,21.0,Chennai,15.0
